year,question_number,question_type,text
2011,24,OBJECTIVE,"QUESTÃO 24
Na montagem de plataformas de petróleo submersas e
Atualmente, as indústrias vêm utilizando, em suas linhas
apoiadas no fundo do mar, são utilizadas uniões parafusadas
de produção, equipamentos cada vez mais sofisticados, com parafusos de porca na fixação das longarinas estruturais.
com modernos sistemas mecânicos e eletroeletrônicos, Após a instalação da plataforma, elas ficam sujeitas à ação
da pressão de coluna d’água e do desgaste por corrosão
de maior grau de complexidade, elevados custos e
salina. Os efeitos causados pela pressão da coluna d’água
muitas exigências quanto ao nível da manutenção. Dessa e pela movimentação das correntes marinhas geram
solicitações na estrutura que suporta a plataforma, que,
forma, estruturar bem o planejamento, programação e
apesar de aleatórias, podem ser consideradas periódicas e
controle tem papel fundamental na execução dos serviços harmônicas ao longo do tempo, caracterizando um modelo
de manutenção, pois representa um alto potencial de matemático aproximado, que permite o dimensionamento
estrutural. Por outro lado, o desgaste por corrosão, causado
contribuição para o aumento da produtividade.
pela ação do salito, atua nas superfícies das longarinas,
nas regiões das uniões parafusadas, ou seja, entre peças
Considerando a importância da escolha de um sistema
fixadas, parafusos, porcas e arruelas, se infiltrando nas
de manutenção para assegurar um estado satisfatório, superfícies de contato entre esses elementos. Essa
previamente especificado, de equipamentos e instalações, corrosão pode levar à perda de função da união parafusada,
comprometendo a sustentação da plataforma. Das funções
avalie as afirmações que se seguem.
realizadas pelos componentes de uma união parafusada, as
dos filetes das roscas do parafusos e das roscas das porcas
I. A manutenção produtiva total é uma filosofia
são destacadas. As solicitações no filete de rosca triangular
de organização em que a execução dos de parafuso e porca são caracterizadas por um estado de
tensões tridimensional, decorrentes da presença de tensões
serviços de manutenção é feita por equipes
normais e de cisalhamento, causadas, respectivamente, por
especializadas, destacadamente as equipes
esforços axiais na direção do eixo de simetria do parafuso
de manutenção e produção. (carregamento externo) e pela ação do torque inicial (pré-
carga, carregamento interno) necessário ao aperto das
II. A manutenção preditiva ocorre nas situações em que
partes envolvidas.
o equipamento apresenta um desempenho abaixo
Em relação ao projeto mecânico estrutural da base
do esperado, diagnosticado pelo monitoramento do submersa de uma plataforma de extração de petróleo,
avalie as seguintes afirmações.
mesmo, ou quando ocorre sua falha.
I. As uniões parafusadas usadas nas fixações das
III. A manutenção preventiva consiste na substituição longarinas estruturais da base de uma plataforma
de peças em intervalos predeterminados, ou submersa estão submetidas constantemente às
solicitações dinâmicas.
de acordo com critérios prescritos, destinada a
II. Se a estrutura submersa fosse instalada em uma
reduzir a probabilidade de falha ou a degradação região sem movimentação de correntes marinhas,
as solicitações nas uniões parafusadas seriam,
do funcionamento de um item.
principalmente, estáticas.
IV. A manutenção preditiva deve ser adotada na III. O desgaste superficial nas longarinas e nas
uniões parafusadas submersas compromete a
organização quando o equipamento permite algum
estabilidade de toda estrutura e depende apenas
tipo de monitoramento e as falhas são originadas das solicitações causadas pela movimentação das
de causas que possam ser monitoras e ter sua correntes marinhas.
IV. O cumprimento da função global de uma união
progressão acompanhada.
parafusada na montagem de estruturas mecânicas
É correto apenas o que se afirma em independe do valor da pré-carga administrada ao
parafuso no momento de sua fixação.
A I. É correto o que se afirma em
B II. A I e II.
B I e IV.
C I e III.
C III e IV.
D II e IV.
D I, II e III.
E III e IV. E II, III e IV.
15
ENGENHARIA GRUPO III *A03201115*
2011
EXAME NACIONAL DE DESEMPENHO DOS ESTUDANTES"
2011,25,OBJECTIVE,QUESTÃO 25
2011,26,OBJECTIVE,"QUESTÃO 26
A
O engenheiro de processos sabe da importância do
conhecimento prévio da potência de corte para que possa
otimizar o processo com base nas restrições dos recursos B
das máquina e das ferramentas disponíveis. No entanto,
nem sempre estão disponíveis de antemão os dados
de cálculo necessários para verificar se os parâmetros C
de usinagem planejados estão adequados em relação
à potência disponível na máquina, como é o caso da
pressão específica de corte do material da peça (k) e o
s D
rendimento da máquina (h). Também não é pertinente que
o setor fabril de uma empresa disponha de equipamentos
sofisticados de medição de forças como dinamômetros/
E
torquímetros, próprios de laboratórios.
Nesse contexto, o engenheiro interessado em
otimizar o processo pode recorrer a um procedimento
ÁREA LIVRE
alternativo rápido e barato, cujo resultado possibilita
fazer o cálculo tanto da potência de corte quanto do
rendimento da máquina.
Esse procedimento consiste em medir o(a)
A rotação do eixo-árvore da máquina.
B deflexão elástica na ponta de corte da ferramenta.
C tensão elétrica no cabo de fase do motor da máquina.
D corrente elétrica no cabo de fase do motor da máquina.
E tempo de corte para um comprimento fixo de usinagem.
16
*A03201116* ENGENHARIA GRUPO III
2011
EXAME NACIONAL DE DESEMPENHO DOS ESTUDANTES"
2011,27,OBJECTIVE,"QUESTÃO 27
Mancais de rolamento são elementos de máquinas Um acoplamento rígido tipo flange, conforme mostrado
utilizados para apoiar eixos e árvores em transmissões na figura, será usado para acoplar um motor elétrico
mecânicas, fornecendo sustentação quando cargas de 135 kW e 900 rpm a um redutor de engrenagens do
diversas são aplicadas ao sistema mecânico. Tendo por sistema de tração de uma esteira de transporte de calcário
base um sistema de coordenadas xyz e considerando moído. Cada um dos flanges é fixado à respectiva ponta
a linha de centro do componente como sendo o eixo de eixo por meio de chaveta e o acoplamento é realizado
coordenado x, os esforços transmitidos aos mancais de utilizando-se oito parafusos igualmente espaçados,
rolamento podem ser radiais, na direção perpendicular ao distribuídos segundo um círculo de diâmetro d = 300 mm,
eixo, e/ou axiais, na direção longitudinal do eixo. conforme mostrado na figura a seguir.
Considerando essas informações, que parâmetros o
engenheiro deve calcular para especificar um mancal de
rolamento a partir de um catálogo do fabricante?
A Reação global no apoio e carga estática.
B Capacidade de carga dinâmica de projeto e reação
global no apoio.
C Capacidade de carga estática de projeto e capacidade
de carga dinâmica de projeto.
D Momentos torçores que atuam no eixo e capacidade
de carga dinâmica de projeto.
E Capacidade de carga dinâmica de projeto e momentos
fletores que atuam no eixo. Nessa configuração, qual é a força cisalhante agindo
sobre cada parafuso?"
2011,28,OBJECTIVE,QUESTÃO 28
2011,29,OBJECTIVE,"QUESTÃO 29
Os ensaios mecânicos fornecem informações sobre Uma empresa produz eixos de componentes automobi-
lísticos em aço SAE 8620 com dureza de 46 HRC pelo
as propriedades mecânicas dos materiais, quando
processo de torneamento, utilizando ferramentas de metal
submetidos a esforços externos, expressos na forma de duro com revestimento. O cliente exige que a rugosidade
tensões e deformações. Basicamente, o comportamento máxima dos eixos esteja abaixo de 0,002 micrometros.
mecânico dos materiais depende da composição química, As ferramentas de torneamento disponíveis na empresa
têm raios de ponta (r )de 0,4 mm e 0,8 mm, e os valores
da microestrutura, da temperatura e das condições e
de avanço mínimo e máximo (f) que podem ser empregados
de carregamento. Tais informações são fundamentais
no processo são 0,1 mm e 0,2 mm.
para que o engenheiro projetista possa selecionar os
O valor teórico de rugosidade máxima é definido pela
materiais que contemplem as especificações mecânicas equação R = f2 /8 r.
MAX ε
estabelecidas no projeto.
Qual deve ser o par de variáveis, avanço/raio de ponta
da ferramenta empregado para atender aos requisitos de
Considerando o exposto, analise as afirmações a seguir
rugosidade mínima exigidos pelo cliente?
I. O módulo de tenacidade é uma medida A Avanço de 0,1 mm/rot e raio de ponta de 0,4 mm.
da energia requerida para a ruptura de um B Avanço de 0,1 mm/rot e raio de ponta de 0,8 mm.
C Avanço de 0,2 mm/rot e raio de ponta de 0,8 mm.
material, enquanto a tenacidade à fratura é uma
D Avanço de 0,2 mm/rot e raio de ponta de 0,4 mm.
propriedade do material de suportar tensão na
E Avanço intermediário de 0,15 mm/rot e raio de ponta
ponta de uma trinca. de 0,8 mm.
II. Um corpo-de-prova de material ferro fundido"
2011,30,OBJECTIVE,"QUESTÃO 30
cinzento, quando submetido a um ensaio de torção,
Na figura a seguir, tem-se a representação de uma viga
falha por cisalhamento. Esse fato é observado submetida a um carregamento distribuído W e a um momento
pelo rompimento do corpo de prova ao longo da externo m. A partir dessa representação, é possível determinar
os diagramas do esforço cortante e do momento fletor.
superfície que forma um ângulo de 45° em relação
w m
ao eixo longitudinal.
III. O ensaio de impacto permite a caracterização do
comportamento dúctil-frágil do material por meio
da medição da energia absorvida pelo material até
Assinale a opção que representa o diagrama do esforço
a fratura em função da temperatura. Os ensaios
cortante e momento fletor, respectivamente.
mais conhecidos são denominados Charpy e Izod.
A
IV. A partir do limite de escoamento do material,
o material entra em colapso e deforma-se
permanentemente. Isso se deve à redução do B
módulo de elasticidade do material que causa
o escoamento, seguido do endurecimento por
deformação até atingir o limite de resistência. C
É correto apenas o que se afirma em
A I e IV. D
B I e III.
C II e III.
E
D I, II e IV.
E II, III e IV.
17
ENGENHARIA GRUPO III *A03201117*
2011
EXAME NACIONAL DE DESEMPENHO DOS ESTUDANTES"
2011,31,OBJECTIVE,"QUESTÃO 31
Um fabricante de discos de freio desenvolveu um novo material para essas peças e não dispunha de parâmetros de
usinagem de referência para operação de faceamento dos discos nos seus tornos frontais, especialmente adquiridos
para essa finalidade, com faixa de rotações escalonadas por caixa de engrenagens de 100 a 6 500 rotações por
minuto (rpm). O faceamento deverá ser feito a partir do diâmetro de 25 mm até o diâmetro de 150 mm do disco, que,
associado à faixa de rpm da máquina, é possível realizar velocidades de corte desde 7 até 3 063 m/min. Considerando
que a decisão do melhor material de ferramenta, juntamente com seus parâmetros de corte, deve estar embasada
nos resultados de ensaios de usinabilidade e nos custos de produção dos discos, especialmente nos custos do tempo
de troca de ferramentas, dos salários e das máquinas, a empresa realizou esses ensaios com o material dos discos
e com três tipos de materiais de ferramenta: aço-rápido, metal duro e cerâmica. O resultado dos experimentos está
apresentado na figura abaixo, na forma de curvas de vida de ferramentas.
KALPAKJIAN, S. Manufacturing engineering and technology. 3. ed. Massachusetts: Addison-Wesley, 1995. p. 1269 (com adaptações).
Considerando a situação descrita, analise as seguintes asserções.
Dos três materiais de ferramentas experimentados, o aço-rápido proporcionará o menor custo de produção dos discos
de freio.
PORQUE
Com ferramenta de aço-rápido e a inevitável condição do aumento da velocidade de corte, ao facear cada disco de freio
no percurso de avanço da ferramenta desde o diâmetro 25 mm até 150 mm, tem-se a menor taxa de redução da vida
útil da ferramenta e a possibilidade de menores tempos de produção.
Acerca dessas asserções, assinale a opção correta.
A As duas asserções são proposições verdadeiras, e a segunda é uma justificativa correta da primeira.
B As duas asserções são proposições verdadeiras, mas a segunda não é uma justificativa correta da primeira.
C A primeira asserção é uma proposição verdadeira, e a segunda, uma proposição falsa.
D A primeira asserção é uma proposição falsa, e a segunda, uma proposição verdadeira.
E Tanto a primeira quanto a segunda asserções são proposições falsas.
18
*A03201118* ENGENHARIA GRUPO III
2011
EXAME NACIONAL DE DESEMPENHO DOS ESTUDANTES"
2011,32,OBJECTIVE,QUESTÃO 32
2011,33,OBJECTIVE,"QUESTÃO 33 Esse processo é preferivelmente empregado na fabricação
de roscas em elementos de fixação, como parafusos, em
Os modelos mais precisos de sistemas físicos são não
comparação ao processo de usinagem de roscas.
lineares. Exemplo disso é o sistema de um pêndulo simples,
definido como uma partícula de massa m (desprezível),
PORQUE
suspenso por um fio inextensível de comprimento L,
cuja equação diferencial que descreve o movimento do Roscas laminadas apresentam, via de regra, alta
pêndulo é
produtividade, economia de material, melhor acabamento
superficial, maior resistência no flanco, redução da
sensibilidade ao entalhe e maior resistência à fadiga.
A resolução da equação é simplificada por linearização
(em função da amplitude) resultando em Acerca dessas asserções, assinale a opção correta.
A As duas asserções são proposições verdadeiras, e a
segunda é uma justificativa correta da primeira.
Isso ocorre quando se supõe aproximadamente igual a
B As duas asserções são proposições verdadeiras, mas
A 0 rad. a segunda não é uma justificativa correta da primeira.
p
B rad. C A primeira asserção é uma proposição verdadeira, e a
6
p segunda, uma proposição falsa.
C rad.
4 D A primeira asserção é uma proposição falsa, e a
p
D rad. segunda, uma proposição verdadeira.
3
p E Tanto a primeira quanto a segunda asserções são
E rad.
2 proposições falsas.
19
ENGENHARIA GRUPO III *A03201119*
2011
EXAME NACIONAL DE DESEMPENHO DOS ESTUDANTES"
